example_id,review_text,domain,predicted_sentiment,confidence,model_version
5811,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.958,BERT-base-finetuned
5812,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.611,BERT-base-finetuned
5813,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.796,BERT-base-finetuned
5814,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.895,BERT-base-finetuned
5815,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.834,BERT-base-finetuned
5816,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.946,BERT-base-finetuned
5817,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.911,BERT-base-finetuned
5818,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.766,BERT-base-finetuned
5819,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.577,BERT-base-finetuned
5820,"Good value for money, I'd come back again.",Restaurants,neutral,0.696,BERT-base-finetuned
5821,"Good value for money, I'd come back again.",Restaurants,neutral,0.678,BERT-base-finetuned
5822,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.878,BERT-base-finetuned
5823,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.656,BERT-base-finetuned
5824,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.832,BERT-base-finetuned
5825,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.742,BERT-base-finetuned
5826,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.733,BERT-base-finetuned
5827,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.769,BERT-base-finetuned
5828,The soup was bland and the salad was wilted.,Restaurants,negative,0.818,BERT-base-finetuned
5829,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.794,BERT-base-finetuned
5830,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.828,BERT-base-finetuned
5831,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.828,BERT-base-finetuned
5832,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.757,BERT-base-finetuned
5833,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.761,BERT-base-finetuned
5834,The service was rude and the portions were tiny.,Restaurants,negative,0.788,BERT-base-finetuned
5835,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.573,BERT-base-finetuned
5836,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.774,BERT-base-finetuned
5837,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.876,BERT-base-finetuned
5838,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.623,BERT-base-finetuned
5839,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.616,BERT-base-finetuned
5840,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.842,BERT-base-finetuned
5841,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.862,BERT-base-finetuned
5842,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.947,BERT-base-finetuned
5843,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.778,BERT-base-finetuned
5844,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.948,BERT-base-finetuned
5845,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.633,BERT-base-finetuned
5846,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.896,BERT-base-finetuned
5847,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.837,BERT-base-finetuned
5848,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.579,BERT-base-finetuned
5849,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.912,BERT-base-finetuned
5850,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.626,BERT-base-finetuned
5851,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.64,BERT-base-finetuned
5852,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.69,BERT-base-finetuned
5853,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.666,BERT-base-finetuned
5854,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.797,BERT-base-finetuned
5855,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.915,BERT-base-finetuned
5856,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.743,BERT-base-finetuned
5857,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.825,BERT-base-finetuned
5858,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.602,BERT-base-finetuned
5859,The service was rude and the portions were tiny.,Restaurants,negative,0.919,BERT-base-finetuned
5860,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.749,BERT-base-finetuned
5861,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.637,BERT-base-finetuned
5862,"Good value for money, I'd come back again.",Restaurants,neutral,0.701,BERT-base-finetuned
5863,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.975,BERT-base-finetuned
5864,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.935,BERT-base-finetuned
5865,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.956,BERT-base-finetuned
5866,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.863,BERT-base-finetuned
5867,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.621,BERT-base-finetuned
5868,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.76,BERT-base-finetuned
5869,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.752,BERT-base-finetuned
5870,"Good value for money, I'd come back again.",Restaurants,neutral,0.794,BERT-base-finetuned
5871,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.761,BERT-base-finetuned
5872,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.834,BERT-base-finetuned
5873,The service was rude and the portions were tiny.,Restaurants,negative,0.751,BERT-base-finetuned
5874,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.835,BERT-base-finetuned
5875,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.692,BERT-base-finetuned
5876,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.893,BERT-base-finetuned
5877,"Good value for money, I'd come back again.",Restaurants,neutral,0.58,BERT-base-finetuned
5878,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.867,BERT-base-finetuned
5879,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.802,BERT-base-finetuned
5880,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.807,BERT-base-finetuned
5881,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.946,BERT-base-finetuned
5882,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.825,BERT-base-finetuned
5883,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.816,BERT-base-finetuned
5884,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.917,BERT-base-finetuned
5885,The soup was bland and the salad was wilted.,Restaurants,negative,0.731,BERT-base-finetuned
5886,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.938,BERT-base-finetuned
5887,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.939,BERT-base-finetuned
5888,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.927,BERT-base-finetuned
5889,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.793,BERT-base-finetuned
5890,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.606,BERT-base-finetuned
5891,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.724,BERT-base-finetuned
5892,The soup was bland and the salad was wilted.,Restaurants,negative,0.718,BERT-base-finetuned
5893,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.809,BERT-base-finetuned
5894,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.771,BERT-base-finetuned
5895,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.849,BERT-base-finetuned
5896,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.75,BERT-base-finetuned
5897,The service was rude and the portions were tiny.,Restaurants,negative,0.798,BERT-base-finetuned
5898,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.9,BERT-base-finetuned
5899,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.595,BERT-base-finetuned
5900,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.765,BERT-base-finetuned
5901,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.58,BERT-base-finetuned
5902,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.828,BERT-base-finetuned
5903,The soup was bland and the salad was wilted.,Restaurants,negative,0.857,BERT-base-finetuned
5904,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.763,BERT-base-finetuned
5905,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.802,BERT-base-finetuned
5906,"Good value for money, I'd come back again.",Restaurants,neutral,0.82,BERT-base-finetuned
5907,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.579,BERT-base-finetuned
5908,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.803,BERT-base-finetuned
5909,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.97,BERT-base-finetuned
5910,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.7,BERT-base-finetuned
5911,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.753,BERT-base-finetuned
5912,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.864,BERT-base-finetuned
5913,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.949,BERT-base-finetuned
5914,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.874,BERT-base-finetuned
5915,"Good value for money, I'd come back again.",Restaurants,neutral,0.826,BERT-base-finetuned
5916,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.863,BERT-base-finetuned
5917,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.959,BERT-base-finetuned
5918,The soup was bland and the salad was wilted.,Restaurants,negative,0.799,BERT-base-finetuned
5919,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.924,BERT-base-finetuned
5920,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.918,BERT-base-finetuned
5921,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.739,BERT-base-finetuned
5922,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.803,BERT-base-finetuned
5923,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.698,BERT-base-finetuned
5924,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.775,BERT-base-finetuned
5925,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.705,BERT-base-finetuned
5926,The soup was bland and the salad was wilted.,Restaurants,negative,0.899,BERT-base-finetuned
5927,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.875,BERT-base-finetuned
5928,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.793,BERT-base-finetuned
5929,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.702,BERT-base-finetuned
5930,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.958,BERT-base-finetuned
5931,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.627,BERT-base-finetuned
5932,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.685,BERT-base-finetuned
5933,The service was rude and the portions were tiny.,Restaurants,negative,0.776,BERT-base-finetuned
5934,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.968,BERT-base-finetuned
5935,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.583,BERT-base-finetuned
5936,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.932,BERT-base-finetuned
5937,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.866,BERT-base-finetuned
5938,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.751,BERT-base-finetuned
5939,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.836,BERT-base-finetuned
5940,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.754,BERT-base-finetuned
5941,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.819,BERT-base-finetuned
5942,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.853,BERT-base-finetuned
5943,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.886,BERT-base-finetuned
5944,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.794,BERT-base-finetuned
5945,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.841,BERT-base-finetuned
5946,The soup was bland and the salad was wilted.,Restaurants,negative,0.925,BERT-base-finetuned
5947,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.754,BERT-base-finetuned
