sentence_id,review_text,predicted_sentiment,confidence_score,dataset,movie_genre,review_length
18554,Brilliant performances throughout!,positive,0.68,SST-3 (Movies),Action,3
18555,Boring from start to finish.,negative,0.941,SST-3 (Movies),Comedy,5
18556,This movie was stupid.,negative,0.906,SST-3 (Movies),Action,4
18557,This movie was laughable.,negative,0.782,SST-3 (Movies),Sci-Fi,4
18558,This movie was ridiculous.,negative,0.976,SST-3 (Movies),Romance,4
18559,It's a tolerable experience overall.,neutral,0.739,SST-3 (Movies),Horror,5
18560,What a ridiculous waste of time.,negative,0.775,SST-3 (Movies),Drama,6
18561,Brilliant performances throughout!,positive,0.925,SST-3 (Movies),Romance,3
18562,Brilliant performances throughout!,positive,0.828,SST-3 (Movies),Drama,3
18563,One of the most excellent movies I've ever seen.,positive,0.827,SST-3 (Movies),Action,9
18564,It's a okay experience overall.,neutral,0.679,SST-3 (Movies),Sci-Fi,5
18565,Absolutely magnificent film!,positive,0.8,SST-3 (Movies),Action,3
18566,A stellar masterpiece that blew me away.,positive,0.918,SST-3 (Movies),Romance,7
18567,The cinematography was stunning and stellar.,positive,0.619,SST-3 (Movies),Comedy,6
18568,One of the most incredible movies I've ever seen.,positive,0.907,SST-3 (Movies),Comedy,9
18569,The acting was powerful and the story was incredible.,positive,0.915,SST-3 (Movies),Romance,9
18570,It was tolerable - that's all I can say.,neutral,0.608,SST-3 (Movies),Horror,9
18571,Brilliant performances throughout!,positive,0.705,SST-3 (Movies),Action,3
18572,A disappointing disaster that disappointed me.,negative,0.956,SST-3 (Movies),Horror,6
18573,What a wonderful experience!,positive,0.669,SST-3 (Movies),Sci-Fi,4
18574,A powerful masterpiece that blew me away.,positive,0.61,SST-3 (Movies),Comedy,7
18575,I was amazed by this incredible film.,positive,0.684,SST-3 (Movies),Horror,7
18576,Brilliant performances throughout!,positive,0.892,SST-3 (Movies),Action,3
18577,This movie was spectacular!,positive,0.962,SST-3 (Movies),Horror,4
18578,The cinematography was stunning and incredible.,positive,0.694,SST-3 (Movies),Romance,6
18579,What a excellent experience!,positive,0.726,SST-3 (Movies),Romance,4
18580,A outstanding masterpiece that blew me away.,positive,0.882,SST-3 (Movies),Comedy,7
18581,Boring from start to finish.,negative,0.908,SST-3 (Movies),Action,5
18582,"This film exceeded all expectations, it was incredible.",positive,0.952,SST-3 (Movies),Drama,8
18583,"This film exceeded all expectations, it was magnificent.",positive,0.634,SST-3 (Movies),Drama,8
18584,Boring from start to finish.,negative,0.804,SST-3 (Movies),Comedy,5
18585,One of the most spectacular movies I've ever seen.,positive,0.878,SST-3 (Movies),Romance,9
18586,What a disappointing waste of time.,negative,0.713,SST-3 (Movies),Action,6
18587,Boring from start to finish.,negative,0.752,SST-3 (Movies),Action,5
18588,What a fantastic experience!,positive,0.945,SST-3 (Movies),Sci-Fi,4
18589,A okay movie that had some good moments.,neutral,0.987,SST-3 (Movies),Horror,8
18590,The movie was so-so but also entertaining.,neutral,0.808,SST-3 (Movies),Horror,7
18591,Complete disaster - don't waste your money.,negative,0.938,SST-3 (Movies),Sci-Fi,7
18592,I was amazed by this incredible film.,positive,0.927,SST-3 (Movies),Drama,7
18593,I have mixed feelings about this film.,neutral,0.663,SST-3 (Movies),Comedy,7
18594,This movie was excellent!,positive,0.647,SST-3 (Movies),Drama,4
18595,The acting was fantastic and the story was incredible.,positive,0.699,SST-3 (Movies),Horror,9
18596,It was an mediocre film.,neutral,0.835,SST-3 (Movies),Horror,5
18597,I was amazed by this incredible film.,positive,0.985,SST-3 (Movies),Drama,7
18598,A awful disaster that disappointed me.,negative,0.832,SST-3 (Movies),Drama,6
18599,Brilliant performances throughout!,positive,0.929,SST-3 (Movies),Horror,3
18600,Absolutely powerful film!,positive,0.606,SST-3 (Movies),Horror,3
18601,"Not great, not terrible, just modest.",neutral,0.906,SST-3 (Movies),Romance,6
18602,It was an modest film.,neutral,0.841,SST-3 (Movies),Action,5
18603,This movie was magnificent!,positive,0.602,SST-3 (Movies),Action,4
18604,This is hands down the awful film of the year.,negative,0.763,SST-3 (Movies),Horror,10
18605,"Not great, not terrible, just adequate.",neutral,0.8,SST-3 (Movies),Horror,6
18606,"Nothing special, just decent.",neutral,0.697,SST-3 (Movies),Horror,4
18607,"Nothing special, just decent.",neutral,0.722,SST-3 (Movies),Sci-Fi,4
18608,Terrible - I want my money back!,negative,0.965,SST-3 (Movies),Drama,7
18609,Terrible - I want my money back!,negative,0.766,SST-3 (Movies),Action,7
18610,What a incredible experience!,positive,0.754,SST-3 (Movies),Action,4
18611,This is hands down the terrible film of the year.,negative,0.681,SST-3 (Movies),Comedy,10
18612,The acting was decent and the story was forgettable.,neutral,0.847,SST-3 (Movies),Sci-Fi,9
18613,Terrible - I want my money back!,negative,0.94,SST-3 (Movies),Action,7
18614,This movie was wonderful!,positive,0.866,SST-3 (Movies),Romance,4
18615,The direction was awful and the script was nonsensical.,negative,0.931,SST-3 (Movies),Action,9
18616,"This film exceeded all expectations, it was magnificent.",positive,0.981,SST-3 (Movies),Action,8
18617,A brilliant masterpiece that blew me away.,positive,0.652,SST-3 (Movies),Sci-Fi,7
18618,The acting was wonderful and the story was incredible.,positive,0.921,SST-3 (Movies),Sci-Fi,9
18619,"This film exceeded all expectations, it was wonderful.",positive,0.963,SST-3 (Movies),Action,8
18620,"This film exceeded all expectations, it was superb.",positive,0.694,SST-3 (Movies),Comedy,8
18621,Terrible - I want my money back!,negative,0.982,SST-3 (Movies),Romance,7
18622,Brilliant performances throughout!,positive,0.798,SST-3 (Movies),Action,3
18623,I've never seen such nonsensical performances.,negative,0.983,SST-3 (Movies),Horror,6
18624,Terrible - I want my money back!,negative,0.648,SST-3 (Movies),Sci-Fi,7
18625,"Some parts were good, others were acceptable.",neutral,0.91,SST-3 (Movies),Romance,7
18626,This movie was spectacular!,positive,0.643,SST-3 (Movies),Horror,4
18627,"Some parts were good, others were acceptable.",neutral,0.95,SST-3 (Movies),Comedy,7
18628,Boring from start to finish.,negative,0.93,SST-3 (Movies),Horror,5
18629,This is hands down the horrible film of the year.,negative,0.636,SST-3 (Movies),Action,10
18630,I have mixed feelings about this film.,neutral,0.835,SST-3 (Movies),Comedy,7
18631,"Some parts were good, others were unremarkable.",neutral,0.755,SST-3 (Movies),Action,7
18632,"This film exceeded all expectations, it was superb.",positive,0.847,SST-3 (Movies),Comedy,8
18633,The direction was awful and the script was laughable.,negative,0.781,SST-3 (Movies),Drama,9
18634,A mediocre movie that had some good moments.,neutral,0.979,SST-3 (Movies),Drama,8
18635,"This film exceeded all expectations, it was incredible.",positive,0.905,SST-3 (Movies),Sci-Fi,8
18636,"This film exceeded all expectations, it was remarkable.",positive,0.698,SST-3 (Movies),Action,8
18637,The acting was wonderful and the story was incredible.,positive,0.929,SST-3 (Movies),Romance,9
18638,I've never seen such dreadful performances.,negative,0.913,SST-3 (Movies),Horror,6
18639,It was an passable film.,neutral,0.618,SST-3 (Movies),Romance,5
18640,This is hands down the pathetic film of the year.,negative,0.61,SST-3 (Movies),Romance,10
18641,The cinematography was stunning and stellar.,positive,0.865,SST-3 (Movies),Action,6
18642,The acting was decent and the story was middling.,neutral,0.66,SST-3 (Movies),Drama,9
18643,Absolutely unforgettable film!,positive,0.759,SST-3 (Movies),Sci-Fi,3
18644,The acting was outstanding and the story was incredible.,positive,0.761,SST-3 (Movies),Action,9
18645,"This film exceeded all expectations, it was excellent.",positive,0.971,SST-3 (Movies),Action,8
18646,A terrible disaster that disappointed me.,negative,0.66,SST-3 (Movies),Sci-Fi,6
18647,The movie was unremarkable but also entertaining.,neutral,0.84,SST-3 (Movies),Action,7
18648,Complete disaster - don't waste your money.,negative,0.605,SST-3 (Movies),Horror,7
18649,A adequate movie that had some good moments.,neutral,0.699,SST-3 (Movies),Sci-Fi,8
18650,The acting was spectacular and the story was incredible.,positive,0.844,SST-3 (Movies),Action,9
18651,One of the most amazing movies I've ever seen.,positive,0.647,SST-3 (Movies),Comedy,9
18652,"This film exceeded all expectations, it was extraordinary.",positive,0.863,SST-3 (Movies),Horror,8
18653,A wonderful masterpiece that blew me away.,positive,0.663,SST-3 (Movies),Sci-Fi,7
18654,One of the most magnificent movies I've ever seen.,positive,0.987,SST-3 (Movies),Romance,9
18655,A decent movie that had some good moments.,neutral,0.738,SST-3 (Movies),Action,8
18656,Absolutely magnificent film!,positive,0.732,SST-3 (Movies),Romance,3
18657,Absolutely outstanding film!,positive,0.796,SST-3 (Movies),Comedy,3
18658,It was fair - that's all I can say.,neutral,0.833,SST-3 (Movies),Sci-Fi,9
18659,Boring from start to finish.,negative,0.805,SST-3 (Movies),Drama,5
18660,Brilliant performances throughout!,positive,0.719,SST-3 (Movies),Comedy,3
18661,Terrible - I want my money back!,negative,0.638,SST-3 (Movies),Comedy,7
18662,A stellar masterpiece that blew me away.,positive,0.767,SST-3 (Movies),Sci-Fi,7
18663,"This film exceeded all expectations, it was brilliant.",positive,0.922,SST-3 (Movies),Comedy,8
18664,Brilliant performances throughout!,positive,0.653,SST-3 (Movies),Sci-Fi,3
18665,One of the most spectacular movies I've ever seen.,positive,0.644,SST-3 (Movies),Sci-Fi,9
18666,Complete disaster - don't waste your money.,negative,0.886,SST-3 (Movies),Romance,7
18667,The acting was unforgettable and the story was incredible.,positive,0.663,SST-3 (Movies),Action,9
18668,Brilliant performances throughout!,positive,0.881,SST-3 (Movies),Action,3
18669,One of the most excellent movies I've ever seen.,positive,0.618,SST-3 (Movies),Sci-Fi,9
18670,The acting was terrible and the plot was boring.,negative,0.752,SST-3 (Movies),Drama,9
18671,A outstanding masterpiece that blew me away.,positive,0.645,SST-3 (Movies),Action,7
18672,I have mixed feelings about this film.,neutral,0.967,SST-3 (Movies),Romance,7
18673,This is hands down the annoying film of the year.,negative,0.757,SST-3 (Movies),Drama,10
18674,Complete disaster - don't waste your money.,negative,0.942,SST-3 (Movies),Horror,7
18675,The direction was awful and the script was ridiculous.,negative,0.694,SST-3 (Movies),Horror,9
18676,What a boring waste of time.,negative,0.627,SST-3 (Movies),Action,6
18677,A unremarkable movie that had some good moments.,neutral,0.618,SST-3 (Movies),Comedy,8
18678,What a wonderful experience!,positive,0.793,SST-3 (Movies),Comedy,4
18679,A frustrating disaster that disappointed me.,negative,0.833,SST-3 (Movies),Romance,6
18680,One of the most outstanding movies I've ever seen.,positive,0.641,SST-3 (Movies),Action,9
18681,"This film exceeded all expectations, it was unforgettable.",positive,0.724,SST-3 (Movies),Romance,8
18682,One of the most outstanding movies I've ever seen.,positive,0.834,SST-3 (Movies),Action,9
18683,Brilliant performances throughout!,positive,0.956,SST-3 (Movies),Comedy,3
18684,A laughable disaster that disappointed me.,negative,0.624,SST-3 (Movies),Drama,6
18685,What a dreadful waste of time.,negative,0.871,SST-3 (Movies),Sci-Fi,6
18686,The acting was fantastic and the story was incredible.,positive,0.784,SST-3 (Movies),Comedy,9
18687,Brilliant performances throughout!,positive,0.666,SST-3 (Movies),Drama,3
18688,A pointless disaster that disappointed me.,negative,0.806,SST-3 (Movies),Horror,6
18689,Absolutely stellar film!,positive,0.896,SST-3 (Movies),Horror,3
18690,Complete disaster - don't waste your money.,negative,0.847,SST-3 (Movies),Romance,7
18691,Boring from start to finish.,negative,0.656,SST-3 (Movies),Comedy,5
18692,The direction was awful and the script was awful.,negative,0.97,SST-3 (Movies),Sci-Fi,9
18693,It was so-so - that's all I can say.,neutral,0.924,SST-3 (Movies),Horror,9
18694,The movie was average but also entertaining.,neutral,0.658,SST-3 (Movies),Drama,7
18695,The acting was spectacular and the story was incredible.,positive,0.937,SST-3 (Movies),Action,9
18696,This is hands down the ridiculous film of the year.,negative,0.624,SST-3 (Movies),Romance,10
18697,"Some parts were good, others were tolerable.",neutral,0.792,SST-3 (Movies),Comedy,7
18698,The cinematography was stunning and fantastic.,positive,0.914,SST-3 (Movies),Drama,6
18699,This movie was powerful!,positive,0.932,SST-3 (Movies),Sci-Fi,4
18700,A fair movie that had some good moments.,neutral,0.774,SST-3 (Movies),Drama,8
18701,Brilliant performances throughout!,positive,0.616,SST-3 (Movies),Romance,3
18702,The movie was mediocre but also entertaining.,neutral,0.636,SST-3 (Movies),Comedy,7
18703,This movie was magnificent!,positive,0.972,SST-3 (Movies),Romance,4
18704,What a ridiculous waste of time.,negative,0.929,SST-3 (Movies),Drama,6
18705,What a pointless waste of time.,negative,0.853,SST-3 (Movies),Romance,6
18706,This movie was terrible.,negative,0.952,SST-3 (Movies),Sci-Fi,4
18707,It was okay - that's all I can say.,neutral,0.876,SST-3 (Movies),Horror,9
18708,The acting was wonderful and the story was incredible.,positive,0.691,SST-3 (Movies),Drama,9
18709,This movie was annoying.,negative,0.862,SST-3 (Movies),Drama,4
18710,It was an forgettable film.,neutral,0.815,SST-3 (Movies),Horror,5
18711,Absolutely remarkable film!,positive,0.645,SST-3 (Movies),Romance,3
18712,I was amazed by this incredible film.,positive,0.614,SST-3 (Movies),Sci-Fi,7
18713,A excellent masterpiece that blew me away.,positive,0.78,SST-3 (Movies),Horror,7
18714,Boring from start to finish.,negative,0.839,SST-3 (Movies),Comedy,5
18715,Complete disaster - don't waste your money.,negative,0.882,SST-3 (Movies),Sci-Fi,7
18716,The direction was awful and the script was stupid.,negative,0.822,SST-3 (Movies),Horror,9
18717,I've never seen such terrible performances.,negative,0.689,SST-3 (Movies),Romance,6
18718,Complete disaster - don't waste your money.,negative,0.683,SST-3 (Movies),Horror,7
18719,"Some parts were good, others were unremarkable.",neutral,0.891,SST-3 (Movies),Drama,7
18720,One of the most amazing movies I've ever seen.,positive,0.667,SST-3 (Movies),Romance,9
18721,I have mixed feelings about this film.,neutral,0.716,SST-3 (Movies),Romance,7
18722,A acceptable movie that had some good moments.,neutral,0.932,SST-3 (Movies),Horror,8
18723,A magnificent masterpiece that blew me away.,positive,0.97,SST-3 (Movies),Romance,7
18724,The direction was awful and the script was boring.,negative,0.673,SST-3 (Movies),Comedy,9
18725,I've never seen such annoying performances.,negative,0.676,SST-3 (Movies),Romance,6
18726,The cinematography was stunning and excellent.,positive,0.84,SST-3 (Movies),Drama,6
18727,This movie was boring.,negative,0.658,SST-3 (Movies),Sci-Fi,4
18728,The movie was average but also entertaining.,neutral,0.726,SST-3 (Movies),Sci-Fi,7
18729,The acting was terrible and the plot was pathetic.,negative,0.613,SST-3 (Movies),Horror,9
18730,I've never seen such pointless performances.,negative,0.941,SST-3 (Movies),Sci-Fi,6
18731,It's a modest experience overall.,neutral,0.663,SST-3 (Movies),Sci-Fi,5
